Record Sequence Number,EQID,YEAR,MODY,HRMN,Station Name,Component,Station Sequence Number,Station ID  No.,Station Type,Station Network,Earthquake Magnitude,Magnitude Type,Mo (dyne.cm),Strike (deg),Dip (deg),Rake Angle (deg),Mechanism,Hypocenter Latitude (deg),Hypocenter Longitude (deg),Hypocenter Depth (km),Finite Rupture Model: 1=Yes;  0=No,Depth to Top Of Fault Rupture Model,Fault Rupture Width (km),Fault Rupture Area (km^2),Fault Name,Slip Rate (mm/Yr),EpiD      (km),HypD           (km),Joyner-Boore Dist. (km),FW/HW Indicator,Source to Site Azimuth (deg),Vs30 (m/s) selected for analysis,Preferred NEHRP Based on Vs30,Surface Geological Unit,Station Latitude,Station Longitude,Depth to Top Judea (km),Depth to Vs=1100,File Name (Horizontal 1),File Name (Horizontal 2),File Name (Vertical),H1 azimth (degrees),H2 azimith (degrees),Type of Recording,Instrument Model,Type of Filter,npass,HP (Hz),LP (Hz),Factor,Lowest Usable Freq - V (Hz),PGA (g),PGV (cm/sec),PGD (cm),f 0.01 Hz,0.012,0.014,0.017,0.021,0.025,0.030,0.036,0.044,0.052,0.063,0.076,0.091,0.110,0.130,0.160,0.190,0.230,0.280,0.330,0.400,0.480,0.580,0.690,0.830,1.00,1.20,1.450,1.740,2.090,2.510,3.020,3.630,4.370,5.250,6.310,7.590,9.120,10.970,13.180,15.850,19.060,22.910,27.540,33.110,39.810,47.860,57.540,69.180,83.180,100.00
36,,2008,1019,1407,IS_MMC3__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,215.386877,,,,,,,,33.01826,35.41381,,,,,,,,,,,,0.0839850966960839,14.11840138794345,,,2.8874675092004354e-05,9.528169709244397e-07,3.0398495538266734e-08,1.3726032655274095e-08,1.3753547564261511e-08,1.3787972576795563e-08,1.3848728508569945e-08,1.4022075364805186e-08,1.4144930940131835e-08,1.450212232054645e-08,1.2767692594386243e-08,1.7991100224309552e-08,3.8038737625968094e-08,1.6803200802123404e-07,4.1104704362548845e-07,5.669306223951108e-07,1.5476619024184926e-06,7.558907183252472e-07,4.392036436618658e-06,8.336830886360795e-06,5.3912542074121365e-06,1.8271829340015274e-05,9.579122278016838e-06,3.735034908898566e-05,3.268162092704881e-05,4.309122615764066e-05,6.512849705850162e-05,8.249688700238958e-05,0.00011346268450349965,0.00017981316876582753,0.00039106922873697263,0.0003752645268092703,0.0006945156434192315,0.0016829334073379543,0.0004959660658851135,0.0021757363481743116,0.0018621357164673193,0.0037878309674002357,0.00462791109342005,0.00352561783765076,0.0008775040744778927,0.0005913575337508719,0.0012638434846646157,6.885482202402882e-05,1.2378613639832739e-08,,,,,,,,,
37,,2008,1019,1407,IS_PRNI__SHE,SHE,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,484.011364,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.20232171529551018,14.11840138794345,,,3.4431411533106085e-06,1.9385103782731493e-07,7.71901671891372e-08,1.5626022816442096e-06,1.577828653484749e-06,1.5833878051186715e-06,1.5617488303412866e-06,1.5487846599679474e-06,1.6243269421509772e-06,1.6879411365694506e-06,1.6903543721139372e-06,1.4423277728094563e-06,1.6653571609994572e-06,2.036665362251631e-06,3.8994928775353e-06,1.3363803894297207e-06,7.24564442531118e-06,2.4652266035606397e-05,5.689603893363539e-05,0.00011301907162535803,6.487047271109246e-05,0.0002818898304934017,0.00023029403451077935,0.0006108613801237459,0.00047746345441538154,0.0009188715091168354,0.00033545777183039105,0.0011218866685693296,0.00044495922167069523,0.0002800748128022485,0.0007712967353345664,0.0003381595901594638,0.0001833827784637267,0.00039406941799743824,0.0003132076917530452,0.00035926488604951125,0.0005744960644206036,0.0013516794365669611,0.00017335599294578466,0.00043445688878317667,0.0005052192059908779,0.0003594082971623041,0.0003755304999522866,1.8777868838301804e-05,1.3629643101956304e-08,,,,,,,,,
38,,2008,1019,1407,IS_MBRI__SHN,SHN,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,544.113229,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.18763477559595848,11.548025876957055,,,1.1588688957955298e-10,7.820223868044915e-12,4.659197608505158e-12,1.0080920517236561e-10,1.0120404889452668e-10,1.0201073980782505e-10,1.0132758189917225e-10,9.814678271956003e-11,1.061969134633076e-10,1.1003686497207842e-10,1.0560144683208894e-10,9.885287516577909e-11,1.295139766281012e-10,1.1545943196406887e-10,1.7603347714970927e-10,1.6644112806266496e-10,2.3553368560875255e-10,2.0311766974626189e-10,6.454711783671694e-10,5.698291826391511e-10,8.028858630783903e-10,3.280777148245084e-09,1.8994414447625474e-09,8.244399401093512e-09,5.088730223702633e-09,6.837544576893387e-09,1.2017310636109603e-08,1.4711592440317139e-08,7.2269434792758394e-09,2.2279828983929366e-08,3.085783979394374e-08,9.718109822729575e-09,9.809717095219949e-09,8.185792008682062e-09,3.950950349723198e-08,3.1699716634490564e-08,1.924425577445396e-08,7.1096496358814816e-09,2.1819988988216494e-08,6.385178913209058e-09,1.831193624108172e-08,2.4259019213314915e-09,3.869781881174249e-10,1.5985068749527851e-10,1.0372076758159453e-12,,,,,,,,,
39,,2008,1019,1407,IS_MMC7__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,213.983216,,,,,,,,33.02205,35.39256,,,,,,,,,,,,0.28045867955622106,15.610773157806022,,,1.1901878026521542e-05,3.384219567314517e-07,1.4216449142279187e-08,6.4863865717410355e-09,6.4887232977639485e-09,6.491575064940545e-09,6.496597116932533e-09,6.5059869386272745e-09,6.5150141990921506e-09,6.531073259700057e-09,6.559637477971899e-09,6.593729828644181e-09,6.596941350749827e-09,7.874266430440795e-09,1.2937296960982378e-08,1.6787367226807165e-08,4.9756462474590424e-08,4.56124528326308e-08,4.713748973634295e-07,1.9581382013517524e-06,3.0265247638402744e-06,9.244862185942553e-06,8.171004218039041e-06,5.008177819858879e-05,3.8873057452939025e-05,3.1612154856355476e-05,5.364583416463718e-05,6.307362895403929e-05,6.127888745486317e-05,0.0003163766868668623,0.0002742997778232836,0.00018516139737548051,0.0003560334144269466,0.0012585830822395582,0.0011302701406759447,0.0005879324046803444,0.0013422978388478504,0.001292112153766063,0.0031819546353713596,0.0013252866474643538,0.0023328711806630538,0.001567932553042474,0.00041769792661250333,0.0001277312150188888,1.9270951775236597e-08,,,,,,,,,
40,,2008,1019,1407,IS_MMLI__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,272.429109,,,,,,,,32.438,35.422,,,,,,,,,,,,0.16138196526315954,13.768156780330239,,,2.84180644771065e-05,1.0148550613892434e-06,1.0890032850220852e-07,3.1552682314096847e-09,3.4048194361721343e-09,3.3711099561875587e-09,3.159528855989895e-09,9.726558018741977e-09,1.4560070770691492e-08,2.339040152596911e-08,5.917431648498375e-08,1.6852807428140599e-07,4.941663714161231e-07,1.9302793061893043e-06,4.13013054994167e-06,1.367069392921137e-05,1.493318470173871e-05,3.8873881343885567e-05,8.191614964648907e-05,0.00026472907459179423,0.0004208196137776178,0.0003979797247622795,0.0003749818563688772,0.00024502897873325406,0.0013979849868729092,0.0007009334531984391,0.00027014838810547154,0.0015739965726854228,0.0009906999203806574,0.0013928922164469855,0.002805503351887087,0.004254498754224952,0.004166277979115602,0.0025183158013197962,0.0026999997010603355,0.0018613739813299747,0.0032231875133693667,0.002299548516866088,0.002585371485480791,0.007606972095363451,0.004455873222171559,0.0029173521973106815,0.0005585669748038985,0.0004293760803652599,1.2396251945280288e-08,,,,,,,,,
41,,2008,1019,1407,IS_OFRI__SHZ,SHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,238.337306,,,,,,,,32.6217,34.9862,,,,,,,,,,,,0.24735476145225985,13.768156780330239,,,6.979795963339845e-06,4.3376438655673614e-07,2.9690706939532307e-08,5.44444516865106e-08,5.4409849073483804e-08,5.436415501188218e-08,5.4290108844603736e-08,5.417635862777105e-08,5.3988446872728985e-08,5.367920153623922e-08,5.352098891680884e-08,5.395668055769174e-08,5.215106355599802e-08,5.300491986227213e-08,5.296166106234718e-08,6.18664575091494e-08,8.157032127259504e-08,7.15234102301109e-08,1.2563098554111278e-06,3.985128705340699e-06,1.601997536640571e-05,1.4989375820229168e-05,3.668438163656647e-05,6.624546546146806e-05,0.0002014530678738412,0.00016650450462327043,0.00043960275572107647,0.0004461238717363841,0.0007856373778816609,0.0006891320762923668,0.000966903955945405,0.0010999427659668963,0.001081598249542548,0.001253517491975666,0.00253833874968459,0.0006870521377433747,0.0008690027276360974,0.0011911833614020207,0.000344597010747878,0.00032246417710643944,0.00012895419940947502,0.00027617314811559433,0.00018647532260433565,2.005047335032161e-05,3.1302114806014675e-09,,,,,,,,,
42,,2008,1019,1407,IS_MMLI__BHE,BHE,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,272.429109,,,,,,,,32.438,35.422,,,,,,,,,,,,0.13535894024649903,19.085440556365885,,,4.38449010457844e-05,1.4206675397705784e-06,1.1943668227525865e-07,1.4410069618235045e-07,1.4531059865494967e-07,1.4192392311556235e-07,1.4092997501770087e-07,1.662194527063737e-07,1.9249096088268736e-07,1.5927659158189242e-07,2.3167153921576513e-07,7.796488581003709e-07,1.8652164224670491e-06,2.325908338259937e-06,2.954647398005666e-06,1.966153426738184e-05,1.3680880829043326e-05,4.072286266397687e-05,3.732839999690614e-05,7.950493860741766e-05,0.00031694711019248723,0.0001677223644185396,0.0007436371598030431,0.00037214493544114846,0.0004833560259867754,0.00011924867161426672,0.0003672394971774625,0.0025125442931972146,0.0006667483878525038,0.0007442194795225039,0.0022416606334816733,0.005127290889470597,0.008734996837438837,0.0014949117267035591,0.001953688167494734,0.014642933307537805,0.006132460544086485,0.005999990914104829,0.007000319241111192,0.004938336472029062,0.002346366222525084,0.0045667771886296555,0.0013784335504938281,0.0011231021787665738,4.223098014541772e-06,,,,,,,,,
43,,2008,1019,1407,IS_MMA2__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,215.531234,,,,,,,,33.01249,35.40572,,,,,,,,,,,,0.1287263637230419,18.61197529247999,,,2.6333710566659474e-05,8.605476424271202e-07,4.03395928688606e-08,3.5899860356113613e-07,3.590838557955034e-07,3.5919716732360474e-07,3.5942771845393985e-07,3.5987911179143955e-07,3.6058085956128163e-07,3.6181883126073335e-07,3.6410002278766733e-07,3.6788454643615374e-07,3.712135398274637e-07,3.679384833984212e-07,5.12765132403048e-07,4.717642652462693e-07,6.422045834262852e-07,5.788041470880511e-07,3.6582099039017598e-06,7.231165820841014e-06,5.339460627461544e-06,1.6426345067090968e-05,8.947912091946747e-06,2.6026570607084448e-05,3.483006751212175e-05,4.037173493615764e-05,7.876628276654852e-05,9.847511981220343e-05,3.185130793446668e-05,9.577009063268534e-05,0.00043086235181919244,0.00014240322185632632,0.0003219854649205789,0.0001045455486896334,0.0007521486262837299,0.0002670660419887096,0.0021580278566645386,0.0018669510717171575,0.005805291936747075,0.005436279073631974,0.0017314571619667957,0.0019703078938583243,0.0002584660120843495,0.0004886423481737749,2.4122414057320273e-07,,,,,,,,,
44,,2008,1019,1407,IS_KRMI__SHN,SHN,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,506.29501,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.17844068760047355,11.84179314417475,,,8.62559582194023e-06,2.665442492407017e-07,7.856257971187745e-08,1.5381141864681502e-06,1.5238385477335046e-06,1.4903828009458504e-06,1.5830283892474106e-06,1.5378673851650764e-06,1.6131655651431676e-06,2.796288048960449e-06,1.9207694063819353e-06,5.323374817142234e-06,1.1588523212691409e-06,6.070845002432133e-06,7.186628375393537e-06,1.7491017671369907e-05,9.737899583703124e-06,1.1679107615098928e-05,3.240083756725116e-05,4.2316060671995015e-05,6.510084660606197e-05,5.0419240445780846e-05,0.00011323392205370229,0.00021248873086510497,9.500416286389234e-05,0.00022870313279622751,0.00019329189986179172,0.00013021798360924464,8.434544068419121e-05,0.0002266776187292032,0.0002194955023478462,0.000582893864086209,0.0013154239660466535,0.00039077721351139203,0.0014015704318600026,0.0013185352693737072,0.0012908161069313069,0.001529301843825461,0.0019871291195825446,0.002866480676438934,0.001065838391103426,0.0010957694509559238,0.0003636697356854935,4.4426999752850965e-05,1.7957058105685014e-08,,,,,,,,,
45,,2008,1019,1407,IS_MMC1__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,213.73228,,,,,,,,33.03052,35.40368,,,,,,,,,,,,0.15737845512441853,18.61197529247999,,,3.503907823834864e-05,1.208245425944256e-06,3.920019908574237e-08,1.2516453363761816e-08,1.251580952729766e-08,1.2514895388319577e-08,1.2515213903818349e-08,1.2512478606658142e-08,1.2511675908533666e-08,1.2526430381812231e-08,1.2337870277156604e-08,1.1924083420315443e-08,9.71483155240146e-09,2.596243319767638e-08,6.102006364896711e-08,1.1265335925840323e-07,4.119000707031622e-07,2.9132316427346986e-07,2.9578924959054584e-06,6.038089636295709e-06,8.03586423032522e-06,1.7791684182686908e-05,1.4375275665054525e-05,5.2369912521504404e-05,2.905284748026754e-05,2.727811630508755e-05,5.688505246562161e-05,0.00011504385779951084,0.00017035156592109328,0.000206202908751834,0.0003086475409055294,0.0005254015560339573,0.0005201946103824869,0.0009280723060517625,0.0016537579074660574,0.0014132599723659244,0.004729564950941879,0.001195544239288097,0.004547626520714772,0.0018626300419849599,0.003647844003262409,0.0035003101327612533,0.0005552950556449193,0.0006875030234721102,3.068694548563997e-07,,,,,,,,,
46,,2008,1019,1407,IS_MMB3__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,213.955554,,,,,,,,33.01954,35.38714,,,,,,,,,,,,0.10529063018350757,17.69999009109423,,,3.01267676765909e-05,6.205012233986944e-07,2.0188267562203743e-08,2.2101703062298317e-08,2.21270302354858e-08,2.2156682516741822e-08,2.22165830736267e-08,2.2312972823037252e-08,2.2432248915868617e-08,2.2551880013927065e-08,2.3950952201958507e-08,2.0850105966404588e-08,1.1138412824178103e-08,8.998105559448508e-08,2.0185247542091238e-07,3.773874505454813e-07,1.0915477381821254e-06,4.2544293415917515e-07,4.2552998840914395e-06,8.165586596007358e-06,7.586900185066296e-06,1.6474767343802582e-05,7.118495696908859e-06,5.9456473252943705e-05,4.533748904589932e-05,2.9545715351484482e-05,5.705444523064216e-05,5.086509559326337e-05,7.088052606072105e-05,0.00023334644406482194,0.00012668973483180045,0.000529811250332136,0.00022344124326962523,0.0010862243155015377,0.0020286564842312616,0.0014939055779586174,0.003562513139568464,0.001968911673404633,0.004903193877147347,0.0035761084347741188,0.0014313047528467496,0.005279376939957539,0.0021229688271898607,0.003996844951897356,3.1797652300297174e-07,,,,,,,,,
47,,2008,1019,1407,IS_MMB2__BHZ,BHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,215.281489,,,,,,,,33.00971,35.39526,,,,,,,,,,,,0.4088036038654198,14.84584660496123,,,2.4895303724325656e-05,5.951810370624013e-07,2.1347197059757327e-08,1.9703624798538814e-08,1.9704496608069354e-08,1.970553307693996e-08,1.97073721563028e-08,1.971045164244898e-08,1.9713977778558473e-08,1.9719165958376757e-08,1.973004621878562e-08,1.9746835110126504e-08,1.9672846391029095e-08,1.9716337908434902e-08,2.0344677211361985e-08,1.9548566215357775e-08,1.8906401283250838e-08,1.3226920468677482e-08,1.009195049940676e-07,3.9565623793598585e-07,6.379371869446021e-07,3.155637188408276e-06,3.0487930850092946e-06,1.1319746884211985e-05,2.4427548029809198e-05,4.117272866120931e-05,7.933664250422451e-05,0.00015616705097111386,6.723438594934162e-05,0.00030459830041904945,0.0006463398026060462,0.00016812820895017197,0.0016081132796292356,0.000858102036005336,0.001459551563438095,0.0011480228106662514,0.0016381031505604254,0.002845904577278672,0.0019226895917920693,0.003143412392859584,0.0014378725243831911,0.0002437912578004747,0.0002138314967356405,0.00016261797052274484,1.8396084145246187e-08,,,,,,,,,
48,,2008,1019,1407,IS_HNTI__SHE,SHE,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,198.027747,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.20232171529551018,16.83269208676716,,,5.120526172448118e-07,2.0264521814616503e-08,1.6671044193036306e-08,3.97977907099389e-07,3.9831451692381293e-07,4.061028072290356e-07,4.0600207655713144e-07,4.140624152515588e-07,4.237813127740047e-07,4.4165277956413597e-07,2.3466830888911066e-07,6.264955740857429e-07,3.1356909508305314e-07,4.239186638482148e-07,6.053619679704749e-07,7.986340778680332e-07,5.226042361669093e-07,6.612314182929677e-07,6.069509541905222e-07,1.7687078254594868e-06,5.861485556440011e-07,7.210303079941492e-07,1.7467298276343163e-06,2.9180740171216354e-06,3.035516264840169e-06,4.373018473916815e-06,6.175203607445883e-06,5.230472367632245e-06,5.45808602584244e-06,8.311096787170393e-06,1.797658038954292e-05,3.741613196355393e-05,7.6586421286238e-05,8.06354998080435e-05,1.3391749217611488e-05,4.566649125091192e-05,6.721157867198382e-05,9.493253257441127e-05,2.2616189819639968e-05,7.843409112237394e-05,2.1984572503397257e-05,4.483631464905124e-05,4.009814877172938e-05,4.481960262867552e-05,4.763560952346143e-09,,,,,,,,,
49,,2008,1019,1407,IS_PRNI__SHZ,SHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,484.011364,,,,,,,,30.3522,35.0052,,,,,,,,,,,,0.26009962067397546,13.426600924495034,,,1.7831950627614027e-05,6.991231395218782e-07,5.8416835826366716e-08,1.741390102418908e-08,2.1478053656434367e-08,1.5338332440966472e-08,2.3352281501498194e-08,2.2445570754881e-08,5.108596238812967e-08,7.310375822732018e-08,3.821071197348089e-08,2.1615602095420997e-07,2.906044218508163e-07,3.3644423660366707e-07,8.89841645299619e-07,8.402576303633325e-07,3.0354912404115275e-06,1.0263418815485495e-05,4.2645076617600725e-06,5.473152730738539e-05,8.574551557917347e-05,0.00035540933928175964,0.0002623938373718159,0.00029749292843141476,0.0007487088698636141,0.0006377590963058605,0.00016891992008606283,0.0012414094284415732,0.000981329116805716,0.0017310374266786093,0.0035476361530757646,0.0032353681520339212,0.001105267840675438,0.005129879699234242,0.002141320008742266,0.004378426137255403,0.0014822908323968175,0.00045332186000935113,0.003871102558438585,0.003539166965100192,0.004807595048837165,0.0018869108172639873,0.0004378878560399777,9.513925257612915e-05,3.9954722331675085e-09,,,,,,,,,
50,,2008,1019,1407,IS_MMA0B__BH2,BH2,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,215.13779,,,,,,,,33.01527,35.40305,,,,,,,,,,,,0.1287263637230419,15.610773157806022,,,3.1404557103863913e-06,1.3664491966461423e-07,1.6031083820335124e-08,5.718391868499384e-09,5.532151378239497e-09,5.36308938808683e-09,5.205175593597943e-09,5.064714155375723e-09,2.4588076405508046e-09,1.3067829000315387e-08,3.3369701298328784e-08,1.093089165993064e-07,3.0603861043581687e-07,1.1003511510507835e-06,1.6816929047552648e-06,7.059856081098342e-06,4.879018714806636e-06,3.0371496000966283e-06,2.8832197644802466e-05,2.8965187916671835e-05,4.434754724936846e-05,5.0341725954968514e-05,4.044258749748324e-05,8.44255131654099e-05,0.00011268370322002746,0.00026018002396450095,0.00012321600369676942,0.00026844403535170963,0.00039913945835981025,0.0003533536515343522,9.922545942733362e-05,0.0007851904576419342,0.0003922997520767142,0.0002626763847446988,0.0005878234755722312,0.0006395784585881371,0.0002964628675944815,0.00044972686994508907,0.0007516833258888207,0.0007124745150040078,0.00017752111130659755,0.0002899289201211428,0.00010502588776211095,4.44813786971282e-06,2.0184867855063372e-10,,,,,,,,,
51,,2008,1019,1407,IS_KRMI__SHE,SHE,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,506.29501,,,,,,,,30.1178,34.7257,,,,,,,,,,,,0.26009962067397546,11.84179314417475,,,9.927551691664483e-06,4.127187981324636e-07,5.650951390995418e-08,1.2753967480675002e-06,1.2954062620678528e-06,1.2938199284751322e-06,1.3152618661603383e-06,1.2246951096539465e-06,1.364978183600128e-06,1.3310751277418892e-06,1.1114118805164766e-06,1.1441457020917391e-06,1.6691224256667847e-06,1.5074997337502854e-06,2.2306533091522847e-06,3.2414688896990075e-06,2.2235199907491293e-06,5.1817766535967525e-06,4.839315049316322e-06,1.3190755196436569e-05,1.7989220600099575e-05,2.9613222899763465e-05,8.800434736373135e-05,3.712207506900703e-05,5.412337657021409e-05,3.709577794827691e-05,7.114733277006281e-05,0.0001270133361729117,0.00016150317970810852,5.3829717964045084e-05,0.0003324874582401282,0.000401012024657537,0.0002977944223249759,0.0025224447914924883,0.0022317101806258663,0.0015323551939721255,0.0015986732918563558,0.0017007949693729082,0.0019181001418592937,0.0027246842218909073,0.0008612035880550112,0.0007686669806249151,0.00026834623567967546,4.2007421575912085e-05,2.0593697797576293e-08,,,,,,,,,
52,,2008,1019,1407,IS_HMDT__SHZ,SHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,295.169544,,,,,,,,32.2529,35.526,,,,,,,,,,,,0.17844068760047355,13.768156780330239,,,2.082377839268679e-07,1.2330238052830366e-08,1.4686900213206346e-08,2.974367061938665e-07,2.9763929302672546e-07,3.0345935416764686e-07,3.0053302389197817e-07,3.2454943382185774e-07,2.640964220834556e-07,2.535639782192909e-07,4.6707440533792936e-07,1.5725473606596463e-07,6.388800829634664e-07,7.96484697019007e-07,6.67378296313161e-07,6.660380701937705e-07,4.6092900157860965e-07,4.700266085860959e-07,2.934451375032709e-06,2.560139370778894e-06,3.0418689883396477e-06,3.060068125407361e-06,4.002259171390944e-06,3.248692105333345e-06,6.622760812793927e-06,1.1041519169197092e-05,5.039159476070767e-06,4.940904753975564e-06,1.1956108656173999e-05,2.924714711077421e-05,1.5929980805977918e-05,7.922908000166325e-05,1.9850563358256994e-05,3.747729502987838e-05,1.2501704364963929e-05,3.277433617259362e-05,4.67706396473481e-05,9.905892805511774e-06,1.0910238620527994e-05,1.4348147781557327e-05,1.7313577956527423e-05,1.665071771540453e-05,1.013541467352125e-05,4.380466529587616e-06,2.881068543030302e-09,,,,,,,,,
53,,2008,1019,1407,IS_MBRI__SHZ,SHZ,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,544.113229,,,,,,,,29.79329,34.9152,,,,,,,,,,,,0.1423332577316923,13.0935182727725,,,1.1035355986201932e-10,5.367972676872921e-12,3.994463174180294e-12,7.463324694812494e-11,7.579036917347891e-11,8.134174780405061e-11,7.959417109419812e-11,1.04194784376839e-10,8.639401371538853e-11,7.858789159229433e-11,1.1460716447976506e-10,1.743420436448402e-10,1.518332153136889e-10,2.460752216711878e-10,3.5579216181425945e-10,7.649499229839016e-10,4.349422332485e-10,8.965749402989185e-10,5.464423068585124e-10,1.209864897956447e-09,2.131451171914914e-09,1.6871784981361417e-09,5.64948562714974e-10,1.1399536926949768e-09,2.1765404003354574e-09,3.076953657664289e-09,1.7097937868213648e-09,2.482523300042146e-09,7.386898714254562e-09,5.432017908525902e-09,2.630564066765544e-08,1.1404498463724366e-08,1.4546520056948968e-08,1.5343879135349373e-08,3.67827432245603e-08,1.267401108425738e-08,1.8603422955525076e-08,1.2629793272237764e-08,1.0965888514119678e-08,1.2505654690801792e-08,1.1977685903813452e-08,2.5745103281687483e-09,3.0517697280381285e-09,2.352314040111255e-10,5.728378482345045e-13,,,,,,,,,
54,,2008,1019,1407,IS_HNTI__SHN,SHN,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,198.027747,,,,,,,,33.0827,35.1741,,,,,,,,,,,,0.21274626408445713,11.548025876957055,,,5.630398529025404e-07,1.6012227934890458e-08,1.7831522453936682e-09,3.530649485935087e-08,3.522703871927401e-08,3.7667504134532083e-08,4.167559548860719e-08,3.671530913928268e-08,3.899718042439245e-08,1.1910384470467074e-07,1.7885649842844634e-07,2.0561188112028614e-07,2.931738999787802e-07,3.470129987641173e-07,1.8137646681019114e-07,3.9606350610115175e-07,2.741329935816202e-07,1.5931676733849215e-07,1.2710657024603097e-07,3.3532057528096785e-07,3.1002586749500793e-07,2.9027386169832154e-07,1.1430148402195553e-06,8.791859917797221e-07,1.911719270482194e-06,4.955947227295574e-06,1.7960722451942855e-06,6.664400006759206e-06,3.536604806712674e-06,1.085176216180256e-05,1.0947256790564483e-05,6.722671998635032e-05,3.3188138588531596e-05,3.647129261682237e-05,2.4905684758884994e-05,9.23683218169221e-05,1.9560822717293325e-05,0.00010603117253876266,7.616357907872842e-05,0.00017352017957277064,7.648949434941606e-05,5.599882022391661e-05,1.754953294452986e-05,2.7655375580095747e-07,5.44796987712539e-10,,,,,,,,,
55,,2008,1019,1407,IS_MMLI__BHN,BHN,,,,IS,3.5,,,,,,,34.6589,34.1689,,,,,,,,272.429109,,,,,,,,32.438,35.422,,,,,,,,,,,,0.24735476145225985,17.260894621722816,,,3.986317346288091e-05,1.5608590866285975e-06,1.2909104794754096e-07,3.727666685061749e-08,3.7193615487723134e-08,3.7084705008624304e-08,3.671448451139404e-08,3.703440945232346e-08,3.6619167158251757e-08,3.9699054269678556e-08,3.0332754456509405e-08,4.64043978010534e-08,1.0194693099258937e-07,3.1642749441200593e-07,9.175803039732472e-07,1.960982876925784e-06,4.8086624186780576e-06,9.596785842451746e-06,2.170846173519085e-05,7.797817197839301e-05,0.00020492575566224586,0.00028758522739466053,0.0003092785564759685,0.00012343442259896912,0.0009827986839738684,0.0005733255609672087,0.0004113430721535156,0.0015579468608352147,0.0015678885569701164,0.0015108125892672455,0.004556748952245079,0.0021388723170488915,0.004265117680686883,0.004512936851036374,0.0025805897513633273,0.0030938054383081192,0.0067202890518166915,0.001726931941634851,0.00228331060458153,0.004842826444247675,0.004874381690527284,0.0025852297590765374,0.0033025073359041097,0.0019523826065172873,6.450499484964923e-08,,,,,,,,,
